citing_paper_id,cited_paper_id,citing_title,cited_title,citing_year,cited_year,resolution_method
pmid_41748326,,Assessing the Potential of Ancient Protein Sequences in the Study of Hominid Evolution.,Enamel proteome shows that Gigantopithecus was an early diverging pongine.,2026,2019,unresolved
pmid_41748326,,Assessing the Potential of Ancient Protein Sequences in the Study of Hominid Evolution.,Sequential trypsin and ProAlanase digestions unearth immunological protein biomarkers shrouded by skeletal collagen.,2026,2024,unresolved
pmid_41748326,,Assessing the Potential of Ancient Protein Sequences in the Study of Hominid Evolution.,Middle and Late Pleistocene Denisovan subsistence at Baishiya Karst Cave.,2026,2024,unresolved
pmid_41748326,,Assessing the Potential of Ancient Protein Sequences in the Study of Hominid Evolution.,Current Progress in Evolutionary Comparative Genomics of Great Apes.,2026,2021,unresolved
pmid_41748326,,Assessing the Potential of Ancient Protein Sequences in the Study of Hominid Evolution.,Are Convergent and Parallel Amino Acid Substitutions in Protein Evolution More Prevalent Than Neutral Expectations?,2026,2015,unresolved
pmid_41735528,,Palaeoanthropological evidence from China is changing the picture of hominin evolutionary history.,Making sense of eastern Asian Late Quaternary hominin variability.,2026,2024,unresolved
pmid_41735528,,Palaeoanthropological evidence from China is changing the picture of hominin evolutionary history.,Late Middle Pleistocene Harbin cranium represents a new <i>Homo</i> species.,2026,2021,unresolved
pmid_41735528,pmid_20336068,Palaeoanthropological evidence from China is changing the picture of hominin evolutionary history.,The complete mitochondrial DNA genome of an unknown hominin from southern Siberia.,2026,2010,exact_pmid
pmid_41735528,pmid_22936568,Palaeoanthropological evidence from China is changing the picture of hominin evolutionary history.,A high-coverage genome sequence from an archaic Denisovan individual.,2026,2012,exact_pmid
pmid_41735528,,Palaeoanthropological evidence from China is changing the picture of hominin evolutionary history.,The genome of the offspring of a Neanderthal mother and a Denisovan father.,2026,2018,unresolved
pmid_41735528,,Palaeoanthropological evidence from China is changing the picture of hominin evolutionary history.,The proteome of the late Middle Pleistocene Harbin individual.,2026,2025,unresolved
pmid_41735528,,Palaeoanthropological evidence from China is changing the picture of hominin evolutionary history.,A male Denisovan mandible from Pleistocene Taiwan.,2026,2025,unresolved
pmid_41735528,,Palaeoanthropological evidence from China is changing the picture of hominin evolutionary history.,"Homo erectus and Middle Pleistocene hominins: brain size, skull form, and species recognition.",2026,2013,unresolved
pmid_41735528,,Palaeoanthropological evidence from China is changing the picture of hominin evolutionary history.,The fossil teeth of the Peking Man.,2026,2018,unresolved
pmid_41735528,,Palaeoanthropological evidence from China is changing the picture of hominin evolutionary history.,"Early Pleistocene hominin teeth from Gongwangling of Lantian, Central China.",2026,2022,unresolved
pmid_41735528,,Palaeoanthropological evidence from China is changing the picture of hominin evolutionary history.,The phylogenetic position of the Yunxian cranium elucidates the origin of &lt;i&gt;Homo longi&lt;/i&gt; and the Denisova,2026,2025,unresolved
pmid_41735528,,Palaeoanthropological evidence from China is changing the picture of hominin evolutionary history.,Nuclear DNA sequences from the Middle Pleistocene Sima de los Huesos hominins.,2026,2016,unresolved
pmid_41735528,,Palaeoanthropological evidence from China is changing the picture of hominin evolutionary history.,"Hominin teeth from the early Late Pleistocene site of Xujiayao, Northern China.",2026,2014,unresolved
pmid_41735528,,Palaeoanthropological evidence from China is changing the picture of hominin evolutionary history.,A late Middle Pleistocene Denisovan mandible from the Tibetan Plateau.,2026,2019,unresolved
pmid_41735528,,Palaeoanthropological evidence from China is changing the picture of hominin evolutionary history.,A more comprehensive view of the Denisovan 3-rooted lower second molar from Xiahe.,2026,2019,unresolved
pmid_41735528,10.1038_nature12886,Palaeoanthropological evidence from China is changing the picture of hominin evolutionary history.,The complete genome sequence of a Neanderthal from the Altai Mountains.,2026,2013,exact_pmid
pmid_41735528,,Palaeoanthropological evidence from China is changing the picture of hominin evolutionary history.,An Asian perspective on early human dispersal from Africa.,2026,2005,unresolved
pmid_41735528,,Palaeoanthropological evidence from China is changing the picture of hominin evolutionary history.,"Morphological description and evolutionary significance of 300 ka hominin facial bones from Hualongdong, China.",2026,2021,unresolved
pmid_41735528,,Palaeoanthropological evidence from China is changing the picture of hominin evolutionary history.,"Morphological and morphometric analyses of a late Middle Pleistocene hominin mandible from Hualongdong, China.",2026,2023,unresolved
pmid_41735528,,Palaeoanthropological evidence from China is changing the picture of hominin evolutionary history.,"The hominin teeth from the late Middle Pleistocene Hualongdong site, China.",2026,2025,unresolved
pmid_41735528,,Palaeoanthropological evidence from China is changing the picture of hominin evolutionary history.,"Late Middle Pleistocene hominin teeth from Panxian Dadong, South China.",2026,2013,unresolved
pmid_41735528,,Palaeoanthropological evidence from China is changing the picture of hominin evolutionary history.,"A well-preserved cranium of an archaic type of early Homo sapiens from Dali, China.",2026,1981,unresolved
pmid_41735528,,Palaeoanthropological evidence from China is changing the picture of hominin evolutionary history.,"Denisovan mitochondrial DNA from dental calculus of the &gt;146,000-year-old Harbin cranium.",2026,2025,unresolved
pmid_41735528,,Palaeoanthropological evidence from China is changing the picture of hominin evolutionary history.,The earliest unequivocally modern humans in southern China.,2026,2015,unresolved
pmid_41735528,,Palaeoanthropological evidence from China is changing the picture of hominin evolutionary history.,On the origin of modern humans: Asian perspectives.,2026,2017,unresolved
pmid_41735528,,Palaeoanthropological evidence from China is changing the picture of hominin evolutionary history.,Mosaic dental morphology in a terminal Pleistocene hominin from Dushan Cave in southern China.,2026,2019,unresolved
pmid_41735528,,Palaeoanthropological evidence from China is changing the picture of hominin evolutionary history.,Hominin occupation of the Chinese Loess Plateau since about 2.1 million years ago.,2026,2018,unresolved
pmid_41735528,,Palaeoanthropological evidence from China is changing the picture of hominin evolutionary history.,Earliest Prepared core technology in Eurasia from Nihewan (China): Implications for early human abilities and dispersals,2026,2024,unresolved
pmid_41735528,,Palaeoanthropological evidence from China is changing the picture of hominin evolutionary history.,Diverse manifestations of the mid-Pleistocene climate transition.,2026,2019,unresolved
pmid_41735528,,Palaeoanthropological evidence from China is changing the picture of hominin evolutionary history.,"The lithic assemblages of Donggutuo, Nihewan basin: Knapping skills of early pleistocene hominins in North China.",2026,2017,unresolved
pmid_41735528,,Palaeoanthropological evidence from China is changing the picture of hominin evolutionary history.,Technological innovations at the onset of the Mid-Pleistocene Climate Transition in high-latitude East Asia.,2026,2020,unresolved
pmid_41735528,,Palaeoanthropological evidence from China is changing the picture of hominin evolutionary history.,Late Middle Pleistocene Levallois stone-tool technology in southwest China.,2026,2018,unresolved
pmid_41735528,,Palaeoanthropological evidence from China is changing the picture of hominin evolutionary history.,"300,000-year-old wooden tools from Gantangqing, southwest China.",2026,2025,unresolved
pmid_41735528,,Palaeoanthropological evidence from China is changing the picture of hominin evolutionary history.,Quina lithic technology indicates diverse Late Pleistocene human dynamics in East Asia.,2026,2025,unresolved
pmid_41735528,,Palaeoanthropological evidence from China is changing the picture of hominin evolutionary history.,"A 115,000-year-old expedient bone technology at Lingjing, Henan, China.",2026,2021,unresolved
pmid_41735528,,Palaeoanthropological evidence from China is changing the picture of hominin evolutionary history.,"Initial Upper Palaeolithic material culture by 45,000 years ago at Shiyu in northern China.",2026,2024,unresolved
pmid_41735528,,Palaeoanthropological evidence from China is changing the picture of hominin evolutionary history.,"Innovative ochre processing and tool use in China 40,000 years ago.",2026,2022,unresolved
pmid_41735528,,Palaeoanthropological evidence from China is changing the picture of hominin evolutionary history.,Mid-Pleistocene aridity and landscape shifts promoted Palearctic hominin dispersals.,2026,2024,unresolved
pmid_41735528,,Palaeoanthropological evidence from China is changing the picture of hominin evolutionary history.,Massive cranium from Harbin in northeastern China establishes a new Middle Pleistocene human lineage.,2026,2021,unresolved
pmid_41702322,,"The dentognathic material of the Neanderthals from Chagyrskaya (Altai, Russia): Morphology and paleobiology.",Brief communication: The London atlas of human tooth development and eruption.,2026,2010,unresolved
pmid_41702322,,"The dentognathic material of the Neanderthals from Chagyrskaya (Altai, Russia): Morphology and paleobiology.","Neanderthalian remains from Figueira Brava cave, Portugal",2026,1992,unresolved
pmid_41702322,,"The dentognathic material of the Neanderthals from Chagyrskaya (Altai, Russia): Morphology and paleobiology.",Diagnostic dental differences between Neandertals and Upper Paleolithic modern humans: Getting to the root of the matter,2026,2005,unresolved
pmid_41702322,,"The dentognathic material of the Neanderthals from Chagyrskaya (Altai, Russia): Morphology and paleobiology.",Beyond shovel-shaped incisors: Neandertal dental morphology in a comparative context,2026,2006,unresolved
pmid_41702322,,"The dentognathic material of the Neanderthals from Chagyrskaya (Altai, Russia): Morphology and paleobiology.",,2026,2002,unresolved
pmid_41702322,,"The dentognathic material of the Neanderthals from Chagyrskaya (Altai, Russia): Morphology and paleobiology.",Dental remains from the Grotte du Renne at Arcy-sur-Cure (Yonne).,2026,2006,unresolved
